Species_name,MGRS_10X10
Ophrys lutea,29SQC54
Echium plantagineum,29SPD58
Cleonia lusitanica,29SQC43
Myosotis laxa,29SQD03
Azolla filiculoides,30STJ76
Anagallis monelli,29SQC06
Aesculus carnea,30TTK56
Euphorbia oxyphylla,30TTK66
Rosa corymbifera,30TTK63
Bromus hordeaceus,30SUJ21
Delphinium pentagynum,30STH51
Erica umbellata,29TQE37
Thymus zygis,30SUJ21
Stipa gigantea,29TQG31
Thymus capitellatus,29SNC23
Geranium rotundifolium,29SPC93
Hieracium laevigatum,29TNH30
Cladanthus mixtus,29SQC44
Vicia benghalensis,29SQC09
Pterospartum tridentatum,29TQH16
Sherardia arvensis,29SPC48
Potentilla erecta,31TCH03
Quercus orocantabrica,29TPH86
Acer pseudoplatanus,29SMC69
Lotus subbiflorus,29TPJ61
Potamogeton polygonifolius,30STJ71
Asplenium trichomanes,31TCH20
Centaurea aristata,30TUL81
Ulex minor,29TNE39
Juncus bufonius,29TPE17
Quercus senneniana,30TWK79
Veronica spicata,31TDG39
Thymus praecox,30TTK66
Lolium multiflorum,30TVN16
Centaurea nigra,31TCH22
Adenocarpus desertorum,29SQD16
Carex nigra,31TCH32
Gentiana acaulis,31TCH22
Malus pumila,30TWN55
Origanum vulgare,29TQE16
Jacobaea vulgaris,29SPD70
Calendula suffruticosa,29SMD93
Asplenium adiantum-nigrum,29TQE47
Bellardia trixago,29SQC06
Dactylis glomerata,29TNJ40
Callitriche cribrosa,29SPD54
Hippocrepis rupestris,29SQC43
Mentha suaveolens,30SUJ08
Briza minor,30STK70
Lamium amplexicaule,29SQD08
Linum strictum,29SQC43
Digitalis purpurea,29SPC63
Hypericum tomentosum,29SNB85
Cystopteris fragilis,30TTK75
Digitalis purpurea,29TQH16
Bothriochloa ischaemum,31TDG74
Gypsophila tomentosa,30SWJ91
Cynara humilis,29SPD91
Gagea soleirolii,29SQC21
Quercus canariensis,30STF62
Silene vulgaris,30STH33
Aristolochia paucinervis,29SQC41
Callitriche brutia,30SUJ03
Cistus salviifolius,29SQD44
Ranunculus peltatus,29TQE46
Anacamptis papilionacea,29SQC40
Lavandula alportelensis,29SPB38
Ranunculus arvensis,29SPD77
Draba verna,30TTK54
Avena barbata,29SQB49
Stipa pennata,30TXN90
Carex remota,30STJ98
Potamogeton polygonifolius,30STJ71
Bellardia trixago,29SPD81
Phlomis purpurea,29SQC41
Raphanus raphanistrum,29SPD95
Anthriscus caucalis,30SUH18
Glyceria declinata,29SQC31
Arenaria querioides,30TTK66
Lathyrus angulatus,30TTK74
Rumex angiocarpus,30STH73
Leucanthemopsis pallida,29TPE85
Arrhenatherum elatius,30TTK94
Ranunculus muricatus,29SPD81
Halimium calycinum,29SNC22
Viola riviniana,30TTK55
Valeriana tuberosa,30TTK75
Lysimachia arvensis,29SPD92
Cytisus striatus,29TQE37
Catalpa bignonioides,29SPD70
Torilis arvensis,29SQC15
Pinus sylvestris,30TTK66
Gladiolus communis,29SQC31
Verbascum simplex,30STJ98
Primula acaulis,30TTP75
Briza maxima,30STH52
Gagea soleirolii,30TTK76
Euphorbia falcata,29SQC44
Serapias vomeracea,29TPE85
Anthemis cotula,29SQC37
Cydonia oblonga,29TQE47
Stellaria graminea,30TTK66
Hyacinthoides hispanica,29SMD93
Bellardia trixago,29SQC36
Scolymus hispanicus,29SPB00
Phillyrea angustifolia,29SQC51
Lolium perenne,30SVG26
Euphorbia falcata,29SQD10
Geranium purpureum,29SQD43
Centranthus calcitrapae,29SMC84
Reseda luteola,29SQC16
Parietaria mauritanica,29SQD43
Bromus madritensis,29SQC06
Linum strictum,30STH33
Ophrys fusca,29SPD40
Polypogon monspeliensis,30SUH18
Vicia peregrina,29SQC51
Quercus faginea,30STJ97
Leopoldia comosa,29SQC53
Silene latifolia,29SQD20
Paspalum dilatatum,29SPC93
Reichardia intermedia,29SQC26
Quercus pyrenaica,29SPD55
Omphalodes nitida,30TTK64
Fraxinus angustifolia,29SPD70
Melica ciliata,30STH33
Thalictrum minus,30TTK76
Eleocharis flavescens,30TTK56
Allium sativum,29SQD00
Quercus robur,29TNE49
Centaurea langei,30TTK66
Gymnocarpium dryopteris,31TCH22
Silene latifolia,30STJ98
Prunus lusitanica,29TPE06
Trifolium squarrosum,30STJ50
Potamogeton nodosus,29SQD41
Gentiana angustifolia,31TCH32
Scrophularia alpestris,29TQH16
Cladanthus mixtus,30TTK55
Quercus faginea,30STF67
Crepis capillaris,29SPD83
Lavandula pedunculata,29SQC06
Seseli libanotis,31TCH22
Quercus faginea,29SNB82
Cytisus scoparius,29SPD91
Serapias lingua,30TTK74
Narcissus gigas,30TVN67
Taraxacum duriense,29SMD93
Cynara cardunculus,29SPC79
Quercus coccifera,30STJ50
Arenaria montana,29SPD46
Reichardia intermedia,30SUJ22
Stipa lagascae,30SWH92
Saxifraga granulata,30TTK64
Trifolium suffocatum,29SQC26
Sinapis arvensis,29SPD70
Bromus fasciculatus,29SPD61
Senecio vulgaris,29TPE85
Capsella bursa-pastoris,30STH73
Prunella vulgaris,29TNE39
Cladanthus mixtus,29SQC45
Euphorbia portlandica,29SNC14
Aquilegia vulgaris,30TTK66
Leopoldia comosa,29SPC94
Ophrys lutea,30STK70
Succisa pratensis,31TCH13
Thalictrum speciosissimum,30TTK73
Rumex induratus,30STJ76
Briza minor,29SPE70
Medicago polymorpha,29SPC94
Halimium halimifolium,29SNB25
Bromus rubens,29SQC16
Scilla monophyllos,29TPE75
Lavandula viridis,29SNB93
Juncus tenageia,29SQC44
Cytisus multiflorus,29TPE84
Geranium dissectum,29SQD15
Ruscus aculeatus,29TPH96
Campanula rapunculus,30STH52
Silene vulgaris,30SVH54
Trifolium arvense,29SQC31
Orchis italica,29SPC50
Galium palustre,29SQC09
Erigeron canadensis,30STJ81
Polypodium rothmaleri,29SNB82
Allium sativum,29SQD00
Poterium sanguisorba,30TUK03
Geranium purpureum,29TQE16
Bituminaria bituminosa,29SPD89
Cardamine hirsuta,30STH52
Pteridium aquilinum,30TTK65
Asplenium obovatum,29SQC49
Leontodon longirostris,29SQC24
Juncus bufonius,29SPC94
Sideritis hirsuta,30SUJ71
Gagea lusitanica,29SQC31
Ononis viscosa,29SPC67
Papaver cambricum,31TCH03
Arrhenatherum album,29SQC06
Raphanus raphanistrum,30STK52
Phalaris arundinacea,29TNE49
Cyperus longus,30TTK95
Brachypodium phoenicoides,29SNE32
Bromus madritensis,30SWG19
Polygala monspeliaca,29SQC35
Asplenium ceterach,29SPD96
Trifolium striatum,29SQC40
Cynosurus echinatus,29SPC67
Genista tinctoria,30TTK76
Rumex angiocarpus,29SPD45
Cynoglossum creticum,29SQC15
Jacobaea minuta,29SQC31
Leopoldia comosa,29SQC06
Pteridium aquilinum,29SQB20
Thymus capitellatus,29SNC34
Scorzonera angustifolia,30STH62
Ophrys apifera,29SNB00
Quercus canariensis,30STF62
Lavandula pedunculata,29SQC11
Leersia oryzoides,29TNE49
Arrhenatherum elatius,29SPD45
Setaria verticillata,30TTK56
Aristolochia paucinervis,29SQC31
Ranunculus sceleratus,30SUH09
Orobanche minor,29SPB06
Iris xiphium,29SNB10
Stipa tenacissima,29SNB51
Scrophularia lyrata,29SPD81
Petrorhagia nanteuilii,29SQC06
Trifolium cherleri,30STH67
Paspalum vaginatum,29TNE49
Poterium verrucosum,29SQC44
Centaurea melitensis,29SQC43
Quercus pyrenaica,29TPG70
Thymus mastichina,29SPC67
Spergularia rubra,30STH89
Carduus tenuiflorus,29TPE66
Pistacia terebinthus,30SUJ13
Silene colorata,30STH69
Calendula arvensis,29SQD00
Geranium purpureum,29SPC94
Helianthemum hirtum,29SQD00
Helianthemum aegyptiacum,29SQD01
Myosotis discolor,30TTK95
Ornithopus compressus,29SPD80
Gladiolus communis,30STJ97
Lavandula stoechas,29SQC15
Dactylis glomerata,29TPH96
Thymus mastichina,29SQC24
Klasea integrifolia,29SQE21
Hedera helix,30TTK65
Caltha palustris,31TCH22
Marrubium vulgare,29SQD00
Leopoldia comosa,29SQC45
Ballota nigra,31TCH22
Senecio gallicus,29SNC14
Ficaria verna,30TTK66
Thesium alpinum,31TCH22
Valerianella echinata,29SPC94
Medicago minima,29SPC67
Alnus alnobetula,31TCH03
Helianthemum cinereum,30TVK65
Tordylium apulum,29SQC06
Juncus bufonius,30SUH18
Poa bulbosa,29TQE47
Leopoldia comosa,30STK70
Glandora prostrata,29TPE94
Fraxinus angustifolia,29SPD70
Halimium halimifolium,29SQB11
Pistacia lentiscus,29SPC94
Festuca ovina,31TCH32
Typha domingensis,29SQD52
Stipa tenacissima,30SUG60
Conopodium pyrenaeum,30TTK75
Quercus faginea,30STF84
Dryopteris filix-mas,29TPH86
Malva sylvestris,29TPH96
Ehrharta calycina,29SNC38
Asteriscus aquaticus,29SQC24
Juncus acutiflorus,30TTK56
Pallenis spinosa,30SXH04
Clinopodium vulgare,31TCH13
Centaurea paniculata,30TTK76
Coronilla juncea,29SQC21
Medicago minima,29SQD20
Phalaris arundinacea,29TNE49
Quercus faginea,29SNC62
Serapias parviflora,29SQB09
Poterium sanguisorba,30STJ98
Anacamptis collina,30STH42
Hypochaeris glabra,29TQE47
Viola riviniana,30TTK66
Rhus coriaria,30TUL49
Quercus andegavensis,29SNB25
Eleocharis multicaulis,29SQA29
Epipactis tremolsii,29SQC21
Hypochaeris radicata,30STH73
Scolymus hispanicus,30TUL81
Plantago afra,29SQC06
Lavandula pedunculata,29TPE94
Misopates orontium,29SQC51
Parentucellia latifolia,29SQD11
Biscutella valentina,29SQD10
Lysimachia linum-stellatum,29TPE75
Torminalis glaberrima,30SUJ81
Alopecurus arundinaceus,29SPD77
Vulpia delicatula,29TQE46
Echium tuberculatum,29SQC12
Spergularia rubra,30STJ60
Stipellula capensis,29SQC16
Poterium hybridum,29TQE46
Juniperus oxycedrus,30TTK93
Pallenis spinosa,29SPC97
Linaria hirta,29SQD20
Cistus monspeliensis,29SPC95
Cistus crispus,29SQD20
Pistacia lentiscus,30SYJ36
Atocion reuterianum,30TUK07
Dianthus legionensis,30TTK75
Filago pyramidata,29SQC16
Petrorhagia nanteuilii,29SQC48
Cynosurus elegans,29SQC15
Cytisus scoparius,29SNB43
Armeria arenaria,29SQD41
Montia fontana,29SPC94
Aristolochia paucinervis,30STH86
Bromus diandrus,29SQC04
Ornithogalum concinnum,29TPE85
Centaurea melitensis,29SPD18
Serapias parviflora,29SQC25
Ruta montana,30STH52
Arenaria querioides,30TTK64
Lythrum salicaria,30STJ71
Bromus lanceolatus,29SPD61
Lysimachia arvensis,29SPC94
Solanum dulcamara,29TNE49
Linum bienne,29SNC87
Calystegia sepium,29TNE49
Stipellula capensis,29SPB06
Geranium pyrenaicum,30TTK76
Vicia villosa,29SQC24
Veronica anagallis-aquatica,30STH62
Briza maxima,29TNJ72
Anthyllis lotoides,30STH76
Cerastium glomeratum,30TTK74
Vicia sativa,29SPC94
Melampyrum pratense,31TCH22
Sesamoides purpurascens,30SUH08
Anogramma leptophylla,29SPC93
Thymus zygis,29SPD70
Coriandrum sativum,29SQD00
Glebionis segetum,29SQC40
Erodium salzmannii,29SPC97
Ornithogalum concinnum,29SQE10
Scrophularia canina,30STH52
Salvia rosmarinus,29SQC40
Stellaria neglecta,29SQC31
Tamarix gallica,29SPD70
Euphrasia minima,31TCH32
Campanula rapunculus,29SPD94
Epipactis tremolsii,30STJ86
Digitalis purpurea,29SQC31
Epipactis tremolsii,30STJ76
Scrophularia scorodonia,29TQE38
Mentha suaveolens,30STJ97
Scrophularia sublyrata,29SPD56
Ononis cossoniana,29SPB71
Cochlearia glastifolia,29TPE85
Anthriscus caucalis,29SQD43
Simethis mattiazzii,29TPE85
Vicia sativa,29TQE47
Gagea lusitanica,29SQC21
Galium parisiense,30SUJ21
Paeonia broteri,29SQC26
Acer monspessulanum,30TTK74
Dryopteris oreades,30STJ86
Ranunculus bulbosus,29TQE47
Quercus suber,29SQD21
Plantago lagopus,30STH54
Eupatorium cannabinum,29TPH86
Dittrichia viscosa,29SNB41
Arrhenatherum album,29SQD00
Plantago coronopus,29SQD20
Trifolium arvense,29SPC59
Asplenium obovatum,29TQE16
Rhagadiolus stellatus,29SQC31
Moraea sisyrinchium,29SPC93
Ulex genistoides,29SNB15
Asplenium joncheerei,29SQD43
Lamium purpureum,29SPD72
Galium verrucosum,29SQC26
Quercus pyrenaica,30TTK64
Vicia sativa,29SQC44
Paronychia argentea,29SNC11
Stipa gigantea,30SUJ62
Juncus tenageia,29SNB27
Hippocrepis ciliata,29SQC19
Hordeum marinum,29TPE17
Carex halleriana,30TTK73
Asphodelus albus,29SQC31
Calendula arvensis,29SQC11
Veronica anagalloides,30STJ51
Bellis sylvestris,29SQC31
Calendula arvensis,29SQC31
Thymus capitellatus,29SNB85
Veronica anagallis-aquatica,29SPC62
Thymus zygis,29SQC19
Euphorbia nutans,29SPC93
Petrosedum forsterianum,30TTK74
Papaver rhoeas,29SQD02
Dipcadi serotinum,29SQD44
Persicaria amphibia,30TVN15
Geranium pyrenaicum,29TPE85
Olea europaea,30SUJ13
Serapias lingua,29SNB71
Kali turgida,29SQA29
Vicia lutea,29SQD00
Rumex bucephalophorus,29SQC06
Leucanthemopsis flaveola,29TPE27
Neatostema apulum,29TQE47
Euphorbia peplus,29SQC44
Saxifraga granulata,30SUJ22
Juniperus oxycedrus,29SNC23
Quercus suber,29SMD94
Bromus hordeaceus,29SPD81
Cutandia maritima,29SPB71
Salvia rosmarinus,29SNC11
Carex laevigata,29TQE38
Ranunculus abnormis,30TTK66
Helianthemum ledifolium,29SQC09
Paeonia broteri,29SQC50
Isoetes lacustris,29SPD64
Verbascum blattaria,29TQE38
Cistus albidus,29SNE41
Rumex angiocarpus,29TQE46
Reichardia intermedia,29SPD40
Setaria helvola,29SPC93
Galactites tomentosa,29SPD70
Ranunculus peltatus,30STJ70
Pistacia terebinthus,30STK60
Ornithogalum umbellatum,29SQC26
Thymelaea ruizii,30TWN85
Scorpiurus vermiculatus,29SPC98
Rapistrum rugosum,29SQC36
Myosotis discolor,30TTK55
Anthyllis vulneraria,30SUJ07
Cirsium arvense,29TNF19
Alchemilla glabra,31TCH32
Cistus albidus,29SQC51
Gentiana pneumonanthe,30TTK76
Helichrysum pendulum,29SNB25
Heteranthera limosa,29SQD52
Pinus pinaster,30SUJ13
Ruscus aculeatus,29TQE37
Thymus pulegioides,29TQH16
Asphodelus ramosus,29SQE10
Moricandia arvensis,29SNC12
Lotus corniculatus,30TTK74
Jasione montana,29SQC06
Thapsia villosa,29SQC41
Scandix australis,29SPC97
Agrostis delicatula,30TTK75
Stipa lagascae,30SWG37
Trifolium stellatum,29SPD61
Mercurialis annua,30STH76
Lemna gibba,29SQD08
Coronilla scorpioides,29SQC09
Thymus mastichina,30SUJ71
Lonicera implexa,30STH62
Quercus faginea,29SNC53
Viola arvensis,29SQC04
Cynosurus cristatus,30TXN17
Spergularia rubra,30STJ51
Trifolium pratense,29TPJ61
Brachypodium distachyon,29SPB16
Quercus canariensis,30STF64
Malva parviflora,30SYH15
Rumex acetosella,29SPC93
Carex divisa,30STH42
Orchis italica,29SQC25
Rumex angiocarpus,29SQD44
Lysimachia linum-stellatum,29SPD61
Silene latifolia,30TTK74
Carex leporina,30TTK74
Quercus canariensis,30STE79
Platycapnos spicata,29SQC45
Geranium dissectum,29SQD41
Polygonatum odoratum,30TTK55
Dipcadi serotinum,29SPD80
Campanula glomerata,31TCH22
Anthoxanthum aristatum,29SQE10
Gagea soleirolii,29TQE16
Rosa squarrosa,29SQC06
Lavandula stoechas,29SPB99
Gentiana boryi,30TTK75
Astragalus hamosus,29SQC06
Anthemis arvensis,30TTK56
Narcissus rupicola,30STJ97
Lamium bifidum,29SPD45
Angelica sylvestris,29TNE49
Narcissus jonquilla,30STH66
Malva multiflora,29SPC67
Colchicum montanum,30TTK66
Ruscus aculeatus,30TTK74
Leontodon tuberosus,29TQE37
Quercus faginea,30STF66
Quercus faginea,29SND81
Serapias parviflora,29SQC06
Pilosella officinarum,29TPH86
Quercus battandieri,29SPC94
Athyrium felix-femina,30TTK56
Juncus bulbosus,31TCH32
Salix atrocinerea,29SQC04
Sporobolus pungens,31TCF00
Chenopodium opulifolium,29TPE17
Linaria saxatilis,30STJ60
Helichrysum italicum,29SPB62
Quercus ilex,29SMC99
Ammophila arenaria,29SQA29
Myosotis stolonifera,30STK52
Succisa pratensis,31TCH22
Bromus hordeaceus,29SPB37
Digitalis purpurea,29SPC63
Cuscuta pentagona,29SPD54
Carlina corymbosa,29SNE32
Andryala integrifolia,29SQB49
Leopoldia comosa,29SQC26
Parietaria mauritanica,29SPD46
Fumaria bastardii,29SQC44
Geranium purpureum,29SPC39
Viola canina,30TTK74
Sinapis incana,29SQC32
Mentha suaveolens,29SQC06
Trifolium pratense,29SQC44
Lathyrus clymenum,29SPC94
Achillea millefolium,29TPH96
Anacamptis papilionacea,29SQC24
Cistus libanotis,29SNC14
Acer monspessulanum,30SUJ21
Achillea nobilis,29SQC53
Lamium amplexicaule,29SPD46
Aegilops geniculata,30STJ51
Scorzonera angustifolia,29SQC15
Bromus arvensis,29TPH96
Erigeron karvinskianus,29TNF35
Hordeum murinum,29SPD67
Parietaria judaica,30TTK64
Papaver rhoeas,30TTL74
Thymus zygis,29SPC79
Paeonia coriacea,30SWG19
Prunus avium,30TTK65
Nasturtium microphyllum,29SQC26
Calendula suffruticosa,29SMC68
Serapias lingua,29SPC95
Gagea pratensis,30TTK66
Sideritis hirsuta,29SQC31
Omphalodes nitida,29TQE47
Capsella bursa-pastoris,29SQD44
Quercus pyrenaica,30TVK09
Astragalus glaux,29SQC06
Plantago afra,29SQC63
Stellaria media,29SQD44
Viola arvensis,29TPE85
Centranthus calcitrapae,29SQC41
Alopecurus arundinaceus,29SPD72
Scleranthus verticillatus,29TQE46
Acer monspessulanum,30SUJ81
Polygonatum odoratum,30TTK74
Linaria viscosa,29SQC04
Arbutus unedo,29TQE37
Carex brevicollis,30TWN64
Stipa gigantea,29SNB78
Ranunculus arvensis,30STH73
Scolochloa festucacea,29SNB25
Vulpia myuros,29SQC06
Lamium gevorense,29SQD43
Erodium aethiopicum,29SNC12
Rosa foetida,29SQD51
Festuca ampla,29SMD63
Leopoldia comosa,29SQC12
Tuberaria inconspicua,29SQC04
Vicia benghalensis,29SPC67
Trifolium cherleri,29SQC51
Lepidium heterophyllum,30TTK56
Ornithopus compressus,29SPC94
Polycarpon tetraphyllum,29SPD83
Biscutella auriculata,30STH33
Teesdalia coronopifolia,30TTK74
Juncus tenageia,29SPC98
Ranunculus ollissiponensis,29SQD20
Dactylorhiza insularis,30TTK66
Echium plantagineum,29SPD81
Viola odorata,30SUJ43
Melica ciliata,29SPD70
Euphorbia serrata,29SQC36
Echium creticum,29SQC36
Silene colorata,29SQC06
Moraea sisyrinchium,30SUH19
Saxifraga granulata,29TPE17
Chrysojasminum fruticans,30STH88
Erica scoparia,30TTK64
Pyrus bourgaeana,29SQC04
Salix caprea,29TQE47
Poterium sanguisorba,30STH62
Lolium rigidum,29SPB71
Silene gallica,29SQC63
Hesperis laciniata,29SQC06
Mentha suaveolens,29TQE27
Allium paniculatum,29SPD70
Ophrys speculum,29SQC25
Barbarea intermedia,30STJ46
Phagnalon saxatile,29SPC67
Brachypodium distachyon,29SPD89
Solenopsis laurentia,30SUJ21
Ranunculus peltatus,30STH89
Geranium purpureum,30SUJ07
Hyacinthoides hispanica,29SPC39
Leontodon longirostris,29SQD01
Ornithogalum concinnum,29TQE35
Lavandula viridis,30STH30
Festuca rothmaleri,29TQE14
Silene vulgaris,29SPB29
Galium aparine,29SQC40
Dryopteris borreri,30TTK74
Lolium rigidum,29SQD11
Aira cupaniana,30STJ93
Lolium rigidum,29SQC36
Misopates orontium,29SQC26
Salix salviifolia,29SNB36
Linaria oblongifolia,29SQC04
Cytisus multiflorus,29SQD44
Lepidium draba,29SQC06
Centranthus calcitrapae,29SQC43
Hordeum murinum,29SPD17
Alopecurus arundinaceus,30SUH18
Scorpiurus vermiculatus,30STH58
Serapias lingua,29SPC95
Vulpia myuros,29SQC04
Anthriscus caucalis,29SQD20
Echium plantagineum,30STH73
Lamium maculatum,30TTK56
Pallenis spinosa,30STK60
Briza maxima,29SQC41
Orobanche foetida,29SPD80
Mercurialis annua,29SQD44
Solanum nigrum,29SPD46
Vicia sativa,29TPE94
Euphorbia segetalis,29SQC15
Iris pseudacorus,29SPD70
Vicia lutea,30SUJ07
Taraxacum officinale,29SQD02
Leopoldia comosa,29TQE46
Quercus faginea,29TQG00
Agrostis stolonifera,30STH40
Gladiolus communis,30STH62
Tuberaria guttata,29SQC31
Phalaris coerulescens,29SQC24
Crepis vesicaria,29SQC44
Asplenium adiantum-nigrum,29TQE47
Saxifraga hirsuta,30TWN89
Oxalis corniculata,29SPC62
Stipa lagascae,30SVG46
Mentha suaveolens,30STJ51
Rhamnus oleoides,29SNB31
Sherardia arvensis,29SQC15
Armeria arenaria,30SUJ08
Lysimachia arvensis,29SPD81
Vulpia alopecuros,30STJ76
Jasione montana,29SPC93
Luzula forsteri,29SMD93
Brachypodium distachyon,29SQC15
Melica ciliata,29SQC45
Quercus robur,29TPF15
Epipactis lusitanica,29SNB42
Agrostis castellana,30STH69
Petrorhagia nanteuilii,30TTK64
Pilularia minuta,30SUJ11
Silene latifolia,30TTK66
Dactylis glomerata,29SPC25
Anthoxanthum aristatum,30STJ76
Trifolium angustifolium,29SNB25
Allium roseum,30STH57
Ruta montana,30SUH08
Juncus heterophyllus,30STJ98
Linaria spartea,29TQE37
Dactylorhiza insularis,30TTK66
Briza maxima,29SQD31
Microthlaspi perfoliatum,29SQC31
Stipa gigantea,29TQG31
Mercurialis perennis,29SMD93
Serapias lingua,29SPC86
Polygonatum odoratum,30TTK55
Quercus robur,29SMC79
Linaria simplex,30TTL73
Helianthemum angustatum,29SQC26
Agrostis nebulosa,29SNC48
Serapias lingua,30TTK45
Montia fontana,30TTK66
Narcissus bulbocodium,29SPC98
Carex spicata,30STJ97
Carex divisa,29SPC28
Anchusa undulata,29SPD10
Geranium lucidum,30STJ97
Ophrys fusca,29SPC78
Juncus squarrosus,30TTK95
Muscari atlanticum,29SPD90
Anchusa azurea,29SPD92
Pistacia lentiscus,29SPC97
Eleocharis palustris,29SQD32
Viola kitaibeliana,29SQC15
Brassica oleracea,29SQD00
Luzula campestris,30TTK53
Quercus auzandrii,29SPC94
Antirrhinum tortuosum,30STH40
Ornithopus perpusillus,29SPD15
Cistus monspeliensis,30STH58
Sesamoides purpurascens,30TTK74
Calendula arvensis,29SPD72
Lamium amplexicaule,29SQC14
Calendula arvensis,29SPD35
Allium paniculatum,30STJ86
Narcissus papyraceus,30STH42
Holcus annuus,29SQD20
Stipellula capensis,29SQB56
Tamarix africana,29SQD00
Teucrium fruticans,29SQC57
Ranunculus neapolitanus,29SQC31
Salvia verbenaca,29SQC06
Euphorbia helioscopia,29SQC16
Prunus lusitanica,29TPE95
Nonea vesicaria,29SPC32
Moehringia pentandra,30STK81
Lathyrus clymenum,29SPC94
Bellis sylvestris,30TTK53
Poa infirma,29SPD35
Arabidopsis thaliana,30TTK54
Cynoglossum clandestinum,29SQC06
Sinapis alba,30STH42
Erodium moschatum,30TTK53
Halimium halimifolium,29SQC31
Stachys arvensis,29SPC28
Centaurea pullata,29SPD61
Calendula arvensis,29SPC27
Phlomis herba-venti,30STJ96
Campanula lusitanica,29SNC48
Corrigiola telephiifolia,29SPD54
Gagea lusitanica,29SQC21
Orchis bornemanni,29SQD00
Gagea lusitanica,29SQC14
Silene colorata,29SPC42
Taraxacum rubicundum,30SUJ08
Narcissus cantabricus,30SUH08
Trifolium cherleri,29SQC14
Brachypodium distachyon,29SQC07
Orchis italica,29SQC26
Salvia rosmarinus,29SQC14
Acis trichophylla,29SPD80
Pistacia lentiscus,30TXM27
Lonicera implexa,30STH33
Narcissus minor,30TWN31
Gagea elliptica,30SUJ92
Tuberaria guttata,29SPD70
Narcissus gaditanus,29SQC06
Diplotaxis virgata,29SPD70
Luzula sylvatica,30TTK85
Antirrhinum onubense,29SPC98
Halimium umbellatum,29SPD55
Eryngium maritimum,29SNB30
Narcissus bulbocodium,29SQC01
Fumaria bastardii,29SQC06
Poa bulbosa,30STJ49
Hypochaeris glabra,29SPC12
Narcissus bulbocodium,29SPD82
Sherardia arvensis,29SPC28
Freesia refracta,29SNB60
Fumaria bastardii,29SQC16
Polygonatum odoratum,30STJ97
Hyacinthoides hispanica,29SPD61
Gagea soleirolii,29TPE85
Arrhenatherum album,30STJ96
Gagea elliptica,29SQC21
Gagea lusitanica,29SPD76
Scilla monophyllos,29SNB32
Lamium amplexicaule,29SQC07
Fumaria bastardii,30TTK54
Cistus monspeliensis,29SQD15
Nymphaea mexicana,29SPD70
Hyacinthoides hispanica,30STJ88
Leontodon tuberosus,29SPC98
Euphorbia oxyphylla,30TTK85
Stipa gigantea,29SPB82
Anacamptis papilionacea,29SPC78
Trifolium fragiferum,29SQC16
Phillyrea angustifolia,29SPC22
Callitriche brutia,29SPD81
Coriandrum sativum,30SUH08
Scrophularia scorodonia,29SPC27
Narcissus bulbocodium,29SPD36
Chamaemelum fuscatum,29SPC94
Lamarckia aurea,29SQC02
Anacamptis coriophora,30TTK75
Bromus diandrus,29SPC79
Helianthemum aegyptiacum,29SQD00
Cardamine hirsuta,29SQC59
Rumex angiocarpus,29SPC39
Medicago orbicularis,29SQD00
Plantago lagopus,29SNB30
Narcissus triandrus,30STJ97
Ophrys tenthredinifera,29SQC16
Bromus madritensis,29SQC44
Poa legionensis,30TTK66
Achnatherum miliaceum,29SPC94
Helianthemum aegyptiacum,29SQC29
Bromus hordeaceus,29SQC26
Salvia verbenaca,30STK70
Plantago lagopus,29SQC16
Vulpia geniculata,30STH67
Retama sphaerocarpa,30STH68
Taraxacum obovatum,29SQC21
Gagea elliptica,29SPD83
Lupinus angustifolius,29TQE37
Osyris quadripartita,29SNB90
Cistus crispus,29SPC94
Capsella bursa-pastoris,30SUJ01
Poa annua,28RBR06
Gagea lusitanica,29SPC87
Lunaria annua,30TTK84
Sinapis arvensis,29SQC18
Corrigiola litoralis,29SQC27
Centaurea pullata,30SVG26
Romulea bulbocodium,29SQD08
Platanthera clavellata,29SQC21
Quercus robur,30STJ98
Anthyllis lotoides,30STH52
Raphanus raphanistrum,29SPC94
Stipa gigantea,29SQB35
Reseda luteola,30STH33
Isoetes histrix,30TTK94
Saxifraga granulata,29SPC32
Moraea sisyrinchium,29SQD00
Allium nigrum,29SQC44
Senecio vulgaris,29SQC41
Hyacinthoides non-scripta,30TTK66
Trifolium subterraneum,29SQD03
Fumana thymifolia,29SQC18
Lavandula pedunculata,30STH68
Jasione montana,30TTK94
Ophrys tenthredinifera,29SPD80
Pterospartum tridentatum,29TQE16
Trifolium hirtum,29SQD00
Corrigiola litoralis,29SMC87
Rubus plicatus,29SPD70
Dioscorea communis,29SQE51
Ornithogalum narbonense,30STH33
Paronychia aretioides,30STJ49
Brachypodium distachyon,30STH33
Stipa gigantea,29SQA29
Cistus crispus,30STH58
Narcissus jonquilla,29SPC98
Stachys arvensis,29SQC16
Festuca ampla,29SNC38
Orobanche amethystea,30TTK66
Narcissus triandrus,30STJ85
Sideritis calduchii,29SQC09
Quercus auzandrii,29SPC94
Daucus carota,29SPD92
Trifolium subterraneum,29SQD00
Moraea sisyrinchium,29SPD80
Lavandula stoechas,29SQC31
Ventenata macra,30STJ57
Helichrysum luteoalbum,30STH68
Pallenis spinosa,29SQC06
Gladiolus communis,29SQC43
Umbilicus rupestris,29SQC31
Spergularia rubra,29SPC38
Myosotis secunda,30TTK55
Trifolium repens,30SVF37
Arabis nova,30STJ88
Bromus hordeaceus,29SPC48
